ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
617348324,Audio,Brahminy Starling,Sturnia pagodarum,,Saikat Das,2024-04-14,2024,4,14,758,India,IN-WB-PA,West Bengal,Paschim Bardhaman,Deul Forest,23.6088989,87.4507777,"",,Unspecified,"","",,,,,,,S168502705,"",,,,,Sturnia pagodarum,brasta1,Species,27389,,5.00,1,,,
617348253,Audio,Black Francolin,Francolinus francolinus,,Saikat Das,2024-04-14,2024,4,14,540,India,IN-WB-PA,West Bengal,Paschim Bardhaman,"Basudha, West Bengal, IN (23.612, 87.522)",23.6121300,87.5221880,"",,Unspecified,"","",,,,,,,S168486643,"",,,,,Francolinus francolinus,blkfra,Species,1589,,.00,0,,,
617346952,Audio,Spotted Dove,Spilopelia chinensis,,Mitul and Vijul Singh,2024-04-11,2024,4,11,1704,India,IN-TS-RA,Telangana,Ranga Reddy,Babukhan Solitaire,17.4424057,78.3677368,"",,Unspecified,"","",,,,,,,S168123445,"",,,,One preyed upon by Shikra (see below). Managed to escape.,Spilopelia chinensis,spodov,Species,2084,,.00,0,,,
617346830,Audio,Pied Bushchat,Saxicola caprata,,Mitul and Vijul Singh,2024-04-14,2024,4,14,843,India,IN-TS-RA,Telangana,Ranga Reddy,Babukhan Solitaire,17.4424057,78.3677368,"",,Unspecified,"","",,,,,,,S168506407,Unconfirmed,,,,Courtship display sounds .,Saxicola caprata,piebus1,Species,29209,,.00,0,,,
617346836,Audio,Pied Bushchat,Saxicola caprata,,Mitul and Vijul Singh,2024-04-14,2024,4,14,843,India,IN-TS-RA,Telangana,Ranga Reddy,Babukhan Solitaire,17.4424057,78.3677368,"",,Unspecified,"","",,,,,,,S168506407,Unconfirmed,,,,Courtship display sounds .,Saxicola caprata,piebus1,Species,29209,,.00,0,,,
617346835,Audio,Pied Bushchat,Saxicola caprata,,Mitul and Vijul Singh,2024-04-14,2024,4,14,843,India,IN-TS-RA,Telangana,Ranga Reddy,Babukhan Solitaire,17.4424057,78.3677368,"",,Unspecified,"","",,,,,,,S168506407,Unconfirmed,,,,Courtship display sounds .,Saxicola caprata,piebus1,Species,29209,,.00,0,,,
617346834,Audio,Pied Bushchat,Saxicola caprata,,Mitul and Vijul Singh,2024-04-14,2024,4,14,843,India,IN-TS-RA,Telangana,Ranga Reddy,Babukhan Solitaire,17.4424057,78.3677368,"",,Unspecified,"","",,,,,,,S168506407,Unconfirmed,,,,Courtship display sounds .,Saxicola caprata,piebus1,Species,29209,,.00,0,,,
617346828,Audio,Pied Bushchat,Saxicola caprata,,Mitul and Vijul Singh,2024-04-14,2024,4,14,843,India,IN-TS-RA,Telangana,Ranga Reddy,Babukhan Solitaire,17.4424057,78.3677368,"",,Unspecified,"","",,,,,,,S168506407,Unconfirmed,,,,Courtship display sounds .,Saxicola caprata,piebus1,Species,29209,,.00,0,,,
617346827,Audio,Pied Bushchat,Saxicola caprata,,Mitul and Vijul Singh,2024-04-14,2024,4,14,843,India,IN-TS-RA,Telangana,Ranga Reddy,Babukhan Solitaire,17.4424057,78.3677368,"",,Unspecified,"","",,,,,,,S168506407,Unconfirmed,,,,Courtship display sounds .,Saxicola caprata,piebus1,Species,29209,,.00,0,,,
617346832,Audio,Pied Bushchat,Saxicola caprata,,Mitul and Vijul Singh,2024-04-14,2024,4,14,843,India,IN-TS-RA,Telangana,Ranga Reddy,Babukhan Solitaire,17.4424057,78.3677368,"",,Unspecified,"","",,,,,,,S168506407,Unconfirmed,,,,Courtship display sounds .,Saxicola caprata,piebus1,Species,29209,,.00,0,,,
617346833,Audio,Pied Bushchat,Saxicola caprata,,Mitul and Vijul Singh,2024-04-14,2024,4,14,843,India,IN-TS-RA,Telangana,Ranga Reddy,Babukhan Solitaire,17.4424057,78.3677368,"",,Unspecified,"","",,,,,,,S168506407,Unconfirmed,,,,Courtship display sounds .,Saxicola caprata,piebus1,Species,29209,,.00,0,,,
617346831,Audio,Pied Bushchat,Saxicola caprata,,Mitul and Vijul Singh,2024-04-14,2024,4,14,843,India,IN-TS-RA,Telangana,Ranga Reddy,Babukhan Solitaire,17.4424057,78.3677368,"",,Unspecified,"","",,,,,,,S168506407,Unconfirmed,,,,Courtship display sounds .,Saxicola caprata,piebus1,Species,29209,,.00,0,,,
617346829,Audio,Pied Bushchat,Saxicola caprata,,Mitul and Vijul Singh,2024-04-14,2024,4,14,843,India,IN-TS-RA,Telangana,Ranga Reddy,Babukhan Solitaire,17.4424057,78.3677368,"",,Unspecified,"","",,,,,,,S168506407,Unconfirmed,,,,Courtship display sounds .,Saxicola caprata,piebus1,Species,29209,,.00,0,,,
617340963,Audio,Alexandrine Parakeet,Psittacula eupatria,,Prof Chandan Singh Dalawat,2024-04-14,2024,4,14,800,India,IN-MH-MC,Maharashtra,Mumbai,Tata Institute,18.9088794,72.8055462,"",,Unspecified,"","",,,,,,,S168498148,"",,,,,Psittacula eupatria,alepar2,Species,12104,,1.00,1,,,
617340914,Audio,Red-whiskered Bulbul,Pycnonotus jocosus,,Prof Chandan Singh Dalawat,2024-04-14,2024,4,14,800,India,IN-MH-MC,Maharashtra,Mumbai,Tata Institute,18.9088794,72.8055462,"",,Unspecified,"","",,,,,,,S168498148,"",,,,,Pycnonotus jocosus,rewbul,Species,24315,,.00,0,,,
617340865,Audio,White-cheeked Barbet (Small Green Barbet),Psilopogon viridis,,HG Prashanthakumar,2024-04-14,2024,4,14,628,India,IN-KA-UK,Karnataka,Uttara Kannada,"Prashu's Home, Kaiga Township",14.9009383,74.3347115,"","Call; Foraging or Eating; Song",Unspecified,"","",,,,,,,S168496316,"",,,,,Psilopogon viridis,whcbar1,Species,10538,,3.00,2,"",,
617340864,Audio,Red-whiskered Bulbul,Pycnonotus jocosus,,Prof Chandan Singh Dalawat,2024-04-14,2024,4,14,800,India,IN-MH-MC,Maharashtra,Mumbai,Tata Institute,18.9088794,72.8055462,"",,Unspecified,"","",,,,,,,S168498148,"",,,,,Pycnonotus jocosus,rewbul,Species,24315,,.00,0,,,
617309744,Audio,Asian Koel,Eudynamys scolopaceus,,amrit raha,2024-04-07,2024,4,7,435,India,IN-AN-AS,Andaman and Nicobar Islands,South Andaman,"Amritography Hotspot, Austinabad, Local Basti",11.6320534,92.7346724,"",,Unspecified,"","",,,,,,,S167478916,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3261,,5.00,2,,,
617309350,Audio,White-breasted Waterhen,Amaurornis phoenicurus,,Vaishali Fulkar,2024-04-13,2024,4,13,1743,India,IN-MH-CH,Maharashtra,Chandrapur,"Urjanagar Colony To Ambora Gate, Chandrapur Kondumal, Maharashtra, IN (20.024, 79.281)",20.0243490,79.2814653,"",,Unspecified,"","",,,,,,,S168412522,"",,,,Calling,Amaurornis phoenicurus,whbwat1,Species,5526,,.00,0,,,
617309217,Audio,Asian Koel,Eudynamys scolopaceus,,amrit raha,2024-04-07,2024,4,7,410,India,IN-AN-AS,Andaman and Nicobar Islands,South Andaman,"Amritography Hotspot, Austinabad, Local Basti",11.6320534,92.7346724,"",,Unspecified,"","",,,,,,,S167478852,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3261,,4.50,2,,,
617307957,Audio,Bristled Grassbird,Schoenicola striatus,,Baharuddin Sk,2024-04-13,2024,4,13,551,India,IN-WB-BI,West Bengal,Birbhum,Ajay river area,23.6191319,87.6967026,"",,Unspecified,"","",,,,,,,S168316193,"",,,,Seen and photographed,Schoenicola striatus,brigra2,Species,23488,,4.00,1,,,
617306473,Audio,Grey Nightjar (Eastern Jungle Nightjar),Caprimulgus jotaka,,Murup Namgyal,2024-04-13,2024,4,13,2058,India,IN-HP-SH,Himachal Pradesh,Shimla,GreenHub Western Himalayas,31.0918278,77.3446384,"",,Unspecified,"","",,,,,,,S168397084,"",,,,Call recorde,Caprimulgus jotaka,grynig1,Species,3650,,.00,0,,,
617306041,Audio,House Crow,Corvus splendens,,Jacek Niemiec,2024-04-09,2024,4,9,712,India,IN-MH-MC,Maharashtra,Mumbai,"TIFR Grounds, Colaba",18.9069364,72.8038253,"",,Unspecified,"","",,,,,,,S167875357,"",,,,,Corvus splendens,houcro1,Species,21130,,.00,0,,,
617305952,Audio,Purple-rumped Sunbird,Leptocoma zeylonica,Psilopogon haemacephalus -- Coppersmith Barbet,Jacek Niemiec,2024-04-09,2024,4,9,712,India,IN-MH-MC,Maharashtra,Mumbai,"TIFR Grounds, Colaba",18.9069364,72.8038253,"",,Unspecified,"","",,,,,,,S167875357,"",,,,,Leptocoma zeylonica,pursun3,Species,29768,,.00,0,,,
617305638,Audio,Coppersmith Barbet,Psilopogon haemacephalus,,Jacek Niemiec,2024-04-09,2024,4,9,712,India,IN-MH-MC,Maharashtra,Mumbai,"TIFR Grounds, Colaba",18.9069364,72.8038253,"",,Unspecified,"","",,,,,,,S167875357,"",,,,,Psilopogon haemacephalus,copbar1,Species,10478,,.00,0,,,
617305542,Audio,Asian Koel,Eudynamys scolopaceus,Psilopogon haemacephalus -- Coppersmith Barbet,Jacek Niemiec,2024-04-09,2024,4,9,712,India,IN-MH-MC,Maharashtra,Mumbai,"TIFR Grounds, Colaba",18.9069364,72.8038253,"",,Unspecified,"","",,,,,,,S167875357,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3261,,.00,0,,,
617305365,Audio,Common Tailorbird,Orthotomus sutorius,Psilopogon haemacephalus -- Coppersmith Barbet,Jacek Niemiec,2024-04-09,2024,4,9,712,India,IN-MH-MC,Maharashtra,Mumbai,"TIFR Grounds, Colaba",18.9069364,72.8038253,"",,Unspecified,"","",,,,,,,S167875357,"",,,,,Orthotomus sutorius,comtai1,Species,22738,,.00,0,,,
617305250,Audio,Asian Koel,Eudynamys scolopaceus,,Jacek Niemiec,2024-04-09,2024,4,9,712,India,IN-MH-MC,Maharashtra,Mumbai,"TIFR Grounds, Colaba",18.9069364,72.8038253,"",,Unspecified,"","",,,,,,,S167875357,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3261,,.00,0,,,
617303716,Audio,Indian Nightjar,Caprimulgus asiaticus,,Baharuddin Sk,2024-04-13,2024,4,13,1834,India,IN-WB-BI,West Bengal,Birbhum,Amar Kutir,23.6790917,87.6510950,"",,Unspecified,"","",,,,,,,S168376137,"",,,,Seen and call recorded,Caprimulgus asiaticus,indnig1,Species,3711,,5.00,1,,,
617303484,Audio,Asian Koel,Eudynamys scolopaceus,,Agniva Das,2024-04-11,2024,4,11,600,India,IN-WB-PS,West Bengal,South 24 Parganas,Rajpur Kalitala,22.4265373,88.4083482,Juvenile Male – 1,"Call; Song",Unspecified,"","",,,Apple iPhone XS,,,,S168129532,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3261,,.00,0,"",,
617301979,Audio,Coppersmith Barbet,Psilopogon haemacephalus,,Irshad Theba,2024-04-13,2024,4,13,1730,India,IN-GJ-GA,Gujarat,Gandhinagar,Indroda Nature Park,23.1933083,72.6484251,"",,Unspecified,"","",,,,,,,S168363747,"",,,,,Psilopogon haemacephalus,copbar1,Species,10478,,.00,0,,,
617301975,Audio,Common Iora,Aegithina tiphia,,Irshad Theba,2024-04-13,2024,4,13,1730,India,IN-GJ-GA,Gujarat,Gandhinagar,Indroda Nature Park,23.1933083,72.6484251,"",,Unspecified,"","",,,,,,,S168363747,"",,,,,Aegithina tiphia,comior1,Species,19632,,.00,0,,,
617301974,Audio,Common Iora,Aegithina tiphia,,Irshad Theba,2024-04-13,2024,4,13,1730,India,IN-GJ-GA,Gujarat,Gandhinagar,Indroda Nature Park,23.1933083,72.6484251,"",,Unspecified,"","",,,,,,,S168363747,"",,,,,Aegithina tiphia,comior1,Species,19632,,.00,0,,,
617301429,Audio,Little Ringed Plover,Charadrius dubius,,Raj Kumar Shiwani,2024-04-13,2024,4,13,1014,India,IN-RJ-JP,Rajasthan,Jaipur,Barkhera,26.6952660,75.9053612,"",,Unspecified,"","",,,,,,,S168356401,"",,,,,Charadrius dubius,lirplo,Species,5815,,.00,0,,,
617301216,Audio,Brown-headed Barbet (Large Green Barbet),Psilopogon zeylanicus,,Mohammad Suleman Baig,2024-04-13,2024,4,13,1548,India,IN-MH-CH,Maharashtra,Chandrapur,"MTDC Road, Moharli, Maharashtra, IN (20.19, 79.338)",20.1898299,79.3380239,"",,Unspecified,"","",,,,,,,S168355749,"",,,,Sitting on the tree,Psilopogon zeylanicus,brhbar1,Species,10533,,.00,0,,,
617300960,Audio,White-throated Kingfisher,Halcyon smyrnensis,,Ajay Sarvagnam,2024-04-07,2024,4,7,615,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168355666,"",,,,,Halcyon smyrnensis,whtkin2,Species,9795,,4.00,1,,,
617300945,Audio,Rose-ringed Parakeet,Psittacula krameri,,Ajay Sarvagnam,2024-04-07,2024,4,7,615,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168355666,"",,,,,Psittacula krameri,rorpar,Species,12111,,2.00,1,,,
617300914,Audio,Indian Golden Oriole,Oriolus kundoo,,Ajay Sarvagnam,2024-04-07,2024,4,7,615,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168355666,"",,,,,Oriolus kundoo,ingori1,Species,19254,,1.00,1,,,
617300894,Audio,Greater Coucal,Centropus sinensis,,Ajay Sarvagnam,2024-04-07,2024,4,7,615,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168355666,"",,,,,Centropus sinensis,grecou1,Species,3116,,4.00,1,,,
617300875,Audio,Common Hawk-Cuckoo,Hierococcyx varius,,Ajay Sarvagnam,2024-04-07,2024,4,7,615,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168355666,"",,,,,Hierococcyx varius,cohcuc1,Species,3398,,4.00,1,,,
617300862,Audio,Brown-headed Barbet (Large Green Barbet),Psilopogon zeylanicus,,Ajay Sarvagnam,2024-04-07,2024,4,7,615,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168355666,"",,,,,Psilopogon zeylanicus,brhbar1,Species,10533,,3.00,1,,,
617300831,Audio,Black Drongo,Dicrurus macrocercus,,Ajay Sarvagnam,2024-04-07,2024,4,7,615,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168355666,"",,,,,Dicrurus macrocercus,bladro1,Species,20051,,4.00,1,,,
617300531,Audio,White-throated Kingfisher,Halcyon smyrnensis,,Ajay Sarvagnam,2024-04-07,2024,4,7,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168352384,"",,,,,Halcyon smyrnensis,whtkin2,Species,9795,,3.00,1,,,
617300513,Audio,Zitting Cisticola,Cisticola juncidis,,Ajay Sarvagnam,2024-04-07,2024,4,7,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168352384,"",,,,,Cisticola juncidis,zitcis1,Species,23115,,3.00,1,,,
617300508,Audio,Zitting Cisticola,Cisticola juncidis,,Ajay Sarvagnam,2024-04-07,2024,4,7,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168352384,"",,,,,Cisticola juncidis,zitcis1,Species,23115,,2.00,1,,,
617300490,Audio,Pied Bushchat,Saxicola caprata,,Ajay Sarvagnam,2024-04-07,2024,4,7,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168352384,"",,,,,Saxicola caprata,piebus1,Species,29209,,3.00,1,,,
617300487,Audio,Pied Bushchat,Saxicola caprata,,Ajay Sarvagnam,2024-04-07,2024,4,7,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168352384,"",,,,,Saxicola caprata,piebus1,Species,29209,,3.00,1,,,
617300482,Audio,Ashy Woodswallow,Artamus fuscus,,Ajay Sarvagnam,2024-04-07,2024,4,7,600,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168352384,"",,,,,Artamus fuscus,ashwoo2,Species,19355,,.00,0,,,
617299121,Audio,White-throated Kingfisher,Halcyon smyrnensis,,Ajay Sarvagnam,2024-04-07,2024,4,7,546,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168345399,"",,,,,Halcyon smyrnensis,whtkin2,Species,9795,,2.00,1,,,
617299114,Audio,Spotted Dove,Spilopelia chinensis,,Ajay Sarvagnam,2024-04-07,2024,4,7,546,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168345399,"",,,,,Spilopelia chinensis,spodov,Species,2084,,4.00,1,,,
617299104,Audio,Spotted Dove,Spilopelia chinensis,,Ajay Sarvagnam,2024-04-07,2024,4,7,546,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168345399,"",,,,,Spilopelia chinensis,spodov,Species,2084,,3.00,1,,,
617299100,Audio,Plain Prinia,Prinia inornata,,Ajay Sarvagnam,2024-04-07,2024,4,7,546,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168345399,"",,,,,Prinia inornata,plapri1,Species,22879,,3.00,1,,,
617299070,Audio,"Jerdon's Bushlark",Mirafra affinis,,Ajay Sarvagnam,2024-04-07,2024,4,7,546,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168345399,"",,,,,Mirafra affinis,jerbus2,Species,22170,,4.00,1,,,
617299077,Audio,"Jerdon's Bushlark",Mirafra affinis,,Ajay Sarvagnam,2024-04-07,2024,4,7,546,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168345399,"",,,,,Mirafra affinis,jerbus2,Species,22170,,3.00,1,,,
617299067,Audio,"Jerdon's Bushlark",Mirafra affinis,,Ajay Sarvagnam,2024-04-07,2024,4,7,546,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168345399,"",,,,,Mirafra affinis,jerbus2,Species,22170,,3.00,1,,,
617299063,Audio,"Jerdon's Bushlark",Mirafra affinis,,Ajay Sarvagnam,2024-04-07,2024,4,7,546,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168345399,"",,,,,Mirafra affinis,jerbus2,Species,22170,,3.00,1,,,
617299058,Audio,"Jerdon's Bushlark",Mirafra affinis,,Ajay Sarvagnam,2024-04-07,2024,4,7,546,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168345399,"",,,,,Mirafra affinis,jerbus2,Species,22170,,3.00,1,,,
617299050,Audio,"Jerdon's Bushlark",Mirafra affinis,,Ajay Sarvagnam,2024-04-07,2024,4,7,546,India,IN-OR-KH,Odisha,Khordha,Sundarpada,20.2020335,85.7956632,"",,Unspecified,"","",,,,,,,S168345399,"",,,,,Mirafra affinis,jerbus2,Species,22170,,3.00,1,,,
617298927,Audio,Black-naped Oriole,Oriolus chinensis,,Chaiti Banerjee,2024-04-13,2024,4,13,639,India,IN-WB-KO,West Bengal,Kolkata,"Rabindra Sarovar (including Lion's Safari Park)",22.5123362,88.3597136,"",,Unspecified,"","",,,,,,,S168324186,"",,,,"Clearly saw, photographed, recorded call",Oriolus chinensis,blnori1,Species,19260,,.00,0,,,
617298655,Audio,Bristled Grassbird,Schoenicola striatus,,Baharuddin Sk,2024-04-13,2024,4,13,551,India,IN-WB-BI,West Bengal,Birbhum,Ajay river area,23.6191319,87.6967026,"",,Unspecified,"","",,,,,,,S168316193,"",,,,Seen and photographed,Schoenicola striatus,brigra2,Species,23488,,5.00,1,,,
617298471,Audio,Assam Laughingthrush,Trochalopteron chrysopterum,,Zaia Kawlni,2024-04-13,2024,4,13,540,India,IN-MZ-SA,Mizoram,Siaha,"Tlangpui, Siaha",22.4968320,93.0224520,"",,Unspecified,"","",,,,,,,S168336880,"",,,,,Trochalopteron chrysopterum,asslau1,Species,26027,,.00,0,,,
617297522,Audio,Indian Bushlark (Red-winged Bushlark),Mirafra erythroptera,"Centropus sinensis -- Greater Coucal; Eudynamys scolopaceus -- Asian Koel; Spilopelia chinensis -- Spotted Dove; Pycnonotus cafer -- Red-vented Bulbul; Streptopelia decaocto -- Eurasian Collared-Dove",Priyam Chattopadhyay,2024-04-13,2024,4,13,551,India,IN-JH-RA,Jharkhand,Ranchi,"Pithoriya Valley, Sutiambe, Jharkhand, IN (23.531, 85.29)",23.5306051,85.2900049,"",,Unspecified,"","",,,,,,,S168331688,"",,,,,Mirafra erythroptera,indbus2,Species,22171,,.00,0,,,
617297329,Audio,Black Francolin,Francolinus francolinus,,Priyam Chattopadhyay,2024-04-13,2024,4,13,551,India,IN-JH-RA,Jharkhand,Ranchi,"Pithoriya Valley, Sutiambe, Jharkhand, IN (23.531, 85.29)",23.5306051,85.2900049,"",,Unspecified,"","",,,,,,,S168331688,"",,,,,Francolinus francolinus,blkfra,Species,1589,,.00,0,,,
617297093,Audio,Asian Koel,Eudynamys scolopaceus,,Prof Chandan Singh Dalawat,2024-04-13,2024,4,13,900,India,IN-MH-MC,Maharashtra,Mumbai,David Sassoon Library,18.9277324,72.8311389,"",,Unspecified,"","",,,,,,,S168328424,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3261,,.00,0,,,
617296927,Audio,White-browed Wagtail (Large Pied Wagtail),Motacilla maderaspatensis,,Shree Raksha,2024-04-12,2024,4,12,1707,India,IN-KA-BN,Karnataka,Bengaluru Urban,"Sulikere, Kenchanapura",12.9491850,77.4580490,"",,Unspecified,"","",,,,,,,S168244629,"",,,,,Motacilla maderaspatensis,whbwag1,Species,31196,,.00,0,,,
617295841,Audio,Blue-tailed Bee-eater,Merops philippinus,,Irshad Theba,2024-04-13,2024,4,13,950,India,IN-GJ-GA,Gujarat,Gandhinagar,Indroda Nature Park,23.1933083,72.6484251,"",,Unspecified,"","",,,,,,,S168334304,"",,,,,Merops philippinus,btbeat1,Species,10103,,1.00,1,,,
617295840,Audio,Indian Grey Hornbill,Ocyceros birostris,,Irshad Theba,2024-04-13,2024,4,13,950,India,IN-GJ-GA,Gujarat,Gandhinagar,Indroda Nature Park,23.1933083,72.6484251,"",,Unspecified,"","",,,,,,,S168334304,"",,,,,Ocyceros birostris,inghor2,Species,9514,,.00,0,,,
617295838,Audio,Greater Coucal,Centropus sinensis,,Irshad Theba,2024-04-13,2024,4,13,950,India,IN-GJ-GA,Gujarat,Gandhinagar,Indroda Nature Park,23.1933083,72.6484251,"",,Unspecified,"","",,,,,,,S168334304,"",,,,,Centropus sinensis,grecou1,Species,3116,,.00,0,,,
617295837,Audio,Greater Coucal,Centropus sinensis,,Irshad Theba,2024-04-13,2024,4,13,950,India,IN-GJ-GA,Gujarat,Gandhinagar,Indroda Nature Park,23.1933083,72.6484251,"",,Unspecified,"","",,,,,,,S168334304,"",,,,,Centropus sinensis,grecou1,Species,3116,,.00,0,,,
617295833,Audio,Laughing Dove (Little Brown Dove),Spilopelia senegalensis,,Irshad Theba,2024-04-13,2024,4,13,950,India,IN-GJ-GA,Gujarat,Gandhinagar,Indroda Nature Park,23.1933083,72.6484251,"",,Unspecified,"","",,,,,,,S168334304,"",,,,,Spilopelia senegalensis,laudov1,Species,2091,,.00,0,,,
617295675,Audio,Laughing Dove (Little Brown Dove),Spilopelia senegalensis,,Irshad Theba,2024-04-13,2024,4,13,924,India,IN-GJ-GA,Gujarat,Gandhinagar,Sant Sarovar,23.1969016,72.6609993,"",,Unspecified,"","",,,,,,,S168333424,"",,,,,Spilopelia senegalensis,laudov1,Species,2091,,.00,0,,,
617295667,Audio,Blue-tailed Bee-eater,Merops philippinus,,Irshad Theba,2024-04-13,2024,4,13,924,India,IN-GJ-GA,Gujarat,Gandhinagar,Sant Sarovar,23.1969016,72.6609993,"",,Unspecified,"","",,,,,,,S168333424,Unconfirmed,,,,Nest building,Merops philippinus,btbeat1,Species,10103,,.00,0,,,
617295666,Audio,Blue-tailed Bee-eater,Merops philippinus,,Irshad Theba,2024-04-13,2024,4,13,924,India,IN-GJ-GA,Gujarat,Gandhinagar,Sant Sarovar,23.1969016,72.6609993,"",,Unspecified,"","",,,,,,,S168333424,Unconfirmed,,,,Nest building,Merops philippinus,btbeat1,Species,10103,,.00,0,,,
617295665,Audio,Blue-tailed Bee-eater,Merops philippinus,,Irshad Theba,2024-04-13,2024,4,13,924,India,IN-GJ-GA,Gujarat,Gandhinagar,Sant Sarovar,23.1969016,72.6609993,"",,Unspecified,"","",,,,,,,S168333424,Unconfirmed,,,,Nest building,Merops philippinus,btbeat1,Species,10103,,.00,0,,,
617294700,Audio,Red-whiskered Bulbul,Pycnonotus jocosus,,TR Aravindhan,2024-04-13,2024,4,13,900,India,IN-UP-AZ,Uttar Pradesh,Azamgarh,"Dental college campus, Itaura Or Itraura, Uttar Pradesh",26.0009451,83.2070060,"",,Unspecified,"","",,,,,,,S168331509,"",,,,,Pycnonotus jocosus,rewbul,Species,24315,,.00,0,,,
617294680,Audio,Eurasian Collared-Dove,Streptopelia decaocto,,Rajesh Kalra,2024-04-09,2024,4,9,1456,India,IN-DL-SH,Delhi,Shahdara,"Guru Teg Bahadur Enclave, New Delhi IN-DL 28.68331, 77.31018",28.6833080,77.3101760,"",,Unspecified,"","",,,,,,,S167855459,"",,,,,Streptopelia decaocto,eucdov,Species,2051,,.00,0,,,
617293750,Audio,Common Myna,Acridotheres tristis,,MANOJ KUMAR MK1,2024-04-12,2024,4,12,1801,India,IN-PB-LU,Punjab,Ludhiana,"r oilseed farm 2 , Thapar Hall Road, Ludhiana, Punjab, IN (30.897, 75.808)",30.8974296,75.8076562,"",,Unspecified,"","",,,,,,,S168329786,"",,,,,Acridotheres tristis,commyn,Species,27402,,5.00,1,,,
617293749,Audio,Common Myna,Acridotheres tristis,,MANOJ KUMAR MK1,2024-04-12,2024,4,12,1801,India,IN-PB-LU,Punjab,Ludhiana,"r oilseed farm 2 , Thapar Hall Road, Ludhiana, Punjab, IN (30.897, 75.808)",30.8974296,75.8076562,"",,Unspecified,"","",,,,,,,S168329786,"",,,,,Acridotheres tristis,commyn,Species,27402,,5.00,1,,,
617292975,Audio,Jungle Babbler,Argya striata,,Dr Bipasha David,2024-04-12,2024,4,12,821,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Mirakhpur Kachhar, Uttar Pradesh, IN (25.407, 81.846)",25.4071939,81.8462552,"",,Unspecified,"","",,,,,,,S168207844,"",,,,,Argya striata,junbab2,Species,26160,,4.00,1,,,
