ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
632091727,Audio,Crested Treeswift,Hemiprocne coronata,,,Nishant Bhagwat,2025-03-10,2025,3,10,722,India,IN-MH-SI,Maharashtra,Sindhudurg,Vanoshi Forest Homestay,15.7221630,73.9789027,"",,Unspecified,"","",,,,,,,S217686895,"",,,Bird seen calling.,,Hemiprocne coronata,cretre1,Species,4146,,2.00,1,,,
632091724,Audio,Puff-throated Babbler,Pellorneum ruficeps,,,Nishant Bhagwat,2025-03-10,2025,3,10,722,India,IN-MH-SI,Maharashtra,Sindhudurg,Vanoshi Forest Homestay,15.7221630,73.9789027,"",Song,Unspecified,"","",,,,,,,S217686895,"",,,,,Pellorneum ruficeps,putbab1,Species,25958,,1.00,1,"",,
632091717,Audio,Jungle Myna,Acridotheres fuscus,,,Nishant Bhagwat,2025-03-10,2025,3,10,722,India,IN-MH-SI,Maharashtra,Sindhudurg,Vanoshi Forest Homestay,15.7221630,73.9789027,"","Call; Foraging or Eating",Unspecified,"","",,,,,,,S217686895,"",,,,,Acridotheres fuscus,junmyn1,Species,27628,,3.00,1,"",,
632091715,Audio,Stork-billed Kingfisher,Pelargopsis capensis,,,Nishant Bhagwat,2025-03-10,2025,3,10,722,India,IN-MH-SI,Maharashtra,Sindhudurg,Vanoshi Forest Homestay,15.7221630,73.9789027,"",Song,Unspecified,"","",,,,,,,S217686895,"",,,,,Pelargopsis capensis,stbkin1,Species,9941,,2.00,1,"",,
632091708,Audio,Stork-billed Kingfisher,Pelargopsis capensis,,,Nishant Bhagwat,2025-03-10,2025,3,10,722,India,IN-MH-SI,Maharashtra,Sindhudurg,Vanoshi Forest Homestay,15.7221630,73.9789027,"",Song,Unspecified,"","",,,,,,,S217686895,"",,,,,Pelargopsis capensis,stbkin1,Species,9941,,3.00,1,"",,
632091704,Audio,Black-hooded Oriole,Oriolus xanthornus,,,Nishant Bhagwat,2025-03-10,2025,3,10,722,India,IN-MH-SI,Maharashtra,Sindhudurg,Vanoshi Forest Homestay,15.7221630,73.9789027,"",Call,Unspecified,"","",,,,,,,S217686895,"",,,,,Oriolus xanthornus,blhori1,Species,19466,,3.00,1,"",,
632091702,Audio,Black-hooded Oriole,Oriolus xanthornus,,,Nishant Bhagwat,2025-03-10,2025,3,10,722,India,IN-MH-SI,Maharashtra,Sindhudurg,Vanoshi Forest Homestay,15.7221630,73.9789027,"",Call,Unspecified,"","",,,,,,,S217686895,"",,,,,Oriolus xanthornus,blhori1,Species,19466,,3.00,1,"",,
632091697,Audio,Black-hooded Oriole,Oriolus xanthornus,,,Nishant Bhagwat,2025-03-10,2025,3,10,722,India,IN-MH-SI,Maharashtra,Sindhudurg,Vanoshi Forest Homestay,15.7221630,73.9789027,"",Call,Unspecified,"","",,,,,,,S217686895,"",,,,,Oriolus xanthornus,blhori1,Species,19466,,3.00,1,"",,
632091673,Audio,Indian Scimitar-Babbler,Pomatorhinus horsfieldii,Alcippe poioicephala -- Brown-cheeked Fulvetta,,Nishant Bhagwat,2025-03-09,2025,3,9,1700,India,IN-MH-SI,Maharashtra,Sindhudurg,Vanoshi Forest Homestay,15.7221630,73.9789027,"",Call,Unspecified,"","",,,,,,,S217605061,"",,,All wing fluters are of Brown-cheeked fulvetta.,,Pomatorhinus horsfieldii,insbab1,Species,25810,,4.00,1,"",,
632091637,Audio,Asian Fairy-bluebird,Irena puella,,,Nishant Bhagwat,2025-03-09,2025,3,9,1020,India,IN-MH-SI,Maharashtra,Sindhudurg,Talkat Vanudyan,15.8071402,73.9522552,"",Call,Unspecified,"","",,,,,,,S217605403,"",,,,,Irena puella,asfblu1,Species,30369,,4.00,1,"",,
632091622,Audio,Malabar Flameback,Chrysocolaptes socialis,,,Nishant Bhagwat,2025-03-09,2025,3,9,1020,India,IN-MH-SI,Maharashtra,Sindhudurg,Talkat Vanudyan,15.8071402,73.9522552,"",Mechanical Sound,Unspecified,"","",,,,,,,S217605403,"",,,,Drumming sound,Chrysocolaptes socialis,grefla4,Species,11416,,4.00,1,"",,
632091620,Audio,Indian Scimitar-Babbler,Pomatorhinus horsfieldii,,,Nishant Bhagwat,2025-03-09,2025,3,9,1020,India,IN-MH-SI,Maharashtra,Sindhudurg,Talkat Vanudyan,15.8071402,73.9522552,"",Song,Unspecified,"","",,,,,,,S217605403,"",,,,,Pomatorhinus horsfieldii,insbab1,Species,25810,,1.00,1,"",,
632091599,Audio,Malabar Flameback,Chrysocolaptes socialis,,,Nishant Bhagwat,2025-03-09,2025,3,9,1020,India,IN-MH-SI,Maharashtra,Sindhudurg,Talkat Vanudyan,15.8071402,73.9522552,"",Mechanical Sound,Unspecified,"","",,,,,,,S217605403,"",,,,Drumming sound,Chrysocolaptes socialis,grefla4,Species,11416,,4.00,1,"",,
632091592,Audio,Crested Serpent-Eagle,Spilornis cheela,,,Nishant Bhagwat,2025-03-09,2025,3,9,1020,India,IN-MH-SI,Maharashtra,Sindhudurg,Talkat Vanudyan,15.8071402,73.9522552,"",Call,Unspecified,"","",,,,,,,S217605403,"",,,,Calls,Spilornis cheela,crseag1,Species,7864,,3.00,1,"",,
632091588,Audio,Grey-headed Bulbul,Microtarsus priocephalus,,,Nishant Bhagwat,2025-03-09,2025,3,9,1020,India,IN-MH-SI,Maharashtra,Sindhudurg,Talkat Vanudyan,15.8071402,73.9522552,"",Call,Unspecified,"","",,,,,,,S217605403,"",,,,Seen n calls recorded,Microtarsus priocephalus,gyhbul1,Species,24389,,3.00,1,"",,
632091584,Audio,Blue-bearded Bee-eater,Nyctyornis athertoni,,,Nishant Bhagwat,2025-03-09,2025,3,9,1020,India,IN-MH-SI,Maharashtra,Sindhudurg,Talkat Vanudyan,15.8071402,73.9522552,"",Call,Unspecified,"","",,,,,,,S217605403,"",,,observe the low freq chuk chuk calls.,,Nyctyornis athertoni,bbbeat1,Species,9666,,2.00,1,"",,
632091573,Audio,Large-billed Leaf Warbler,Phylloscopus magnirostris,,,Nishant Bhagwat,2025-03-09,2025,3,9,1020,India,IN-MH-SI,Maharashtra,Sindhudurg,Talkat Vanudyan,15.8071402,73.9522552,"",Song,Unspecified,"","",,,,,,,S217605403,"",,,,,Phylloscopus magnirostris,lblwar1,Species,24701,,1.00,1,"",,
632091554,Audio,Yellow-browed Bulbul,Acritillas indica,,,Nishant Bhagwat,2025-03-09,2025,3,9,746,India,IN-MH-SI,Maharashtra,Sindhudurg,Khadpade Ghat,15.8166061,73.9781884,"",Call,Unspecified,"","",,,,,,,S217603264,"",,,,,Acritillas indica,yebbul3,Species,24295,,3.00,1,"",,
632091533,Audio,Malabar Barbet (Crimson-throated Barbet),Psilopogon malabaricus,,,Nishant Bhagwat,2025-03-09,2025,3,9,746,India,IN-MH-SI,Maharashtra,Sindhudurg,Khadpade Ghat,15.8166061,73.9781884,"",Call,Unspecified,"","",,,,,,,S217603264,"",,,,"Photograph on bombax tree, mouthful of berries,",Psilopogon malabaricus,crfbar1,Species,10584,,2.00,1,"",,
632091516,Audio,Nilgiri Flowerpecker,Dicaeum concolor,,,Nishant Bhagwat,2025-03-09,2025,3,9,746,India,IN-MH-SI,Maharashtra,Sindhudurg,Khadpade Ghat,15.8166061,73.9781884,"",Call,Unspecified,"","",,,,,,,S217603264,"",,,,,Dicaeum concolor,plaflo1,Species,29765,,3.00,1,"",,
632091502,Audio,Grey-headed Bulbul,Microtarsus priocephalus,,,Nishant Bhagwat,2025-03-09,2025,3,9,746,India,IN-MH-SI,Maharashtra,Sindhudurg,Khadpade Ghat,15.8166061,73.9781884,"",Call,Unspecified,"","",,,,,,,S217603264,"",,,,Feeding on a fruiting ficus. Actual count is 4.,Microtarsus priocephalus,gyhbul1,Species,24389,,2.00,1,"",,
632091491,Audio,Yellow-browed Bulbul,Acritillas indica,,,Nishant Bhagwat,2025-03-09,2025,3,9,746,India,IN-MH-SI,Maharashtra,Sindhudurg,Khadpade Ghat,15.8166061,73.9781884,"",Song,Unspecified,"","",,,,,,,S217603264,"",,,,,Acritillas indica,yebbul3,Species,24295,,3.00,1,"",,
632091484,Audio,Asian Fairy-bluebird,Irena puella,,,Nishant Bhagwat,2025-03-09,2025,3,9,746,India,IN-MH-SI,Maharashtra,Sindhudurg,Khadpade Ghat,15.8166061,73.9781884,"",Call,Unspecified,"","",,,,,,,S217603264,"",,,,On a fruiting tree. Actual count is 5.,Irena puella,asfblu1,Species,30369,,3.00,1,"",,
632091465,Audio,Asian Emerald Dove,Chalcophaps indica,,,Nishant Bhagwat,2025-03-09,2025,3,9,746,India,IN-MH-SI,Maharashtra,Sindhudurg,Khadpade Ghat,15.8166061,73.9781884,"",Song,Unspecified,"","",,,,,,,S217603264,"",,,,Calls as well,Chalcophaps indica,emedov2,Species,2125,,1.00,1,"",,
632091431,Audio,Asian Emerald Dove,Chalcophaps indica,,,Nishant Bhagwat,2025-03-09,2025,3,9,746,India,IN-MH-SI,Maharashtra,Sindhudurg,Khadpade Ghat,15.8166061,73.9781884,"",Song,Unspecified,"","",,,,,,,S217603264,"",,,,Calls as well,Chalcophaps indica,emedov2,Species,2125,,2.00,1,"",,
632091425,Audio,Grey-headed Bulbul,Microtarsus priocephalus,,,Nishant Bhagwat,2025-03-09,2025,3,9,746,India,IN-MH-SI,Maharashtra,Sindhudurg,Khadpade Ghat,15.8166061,73.9781884,"",Call,Unspecified,"","",,,,,,,S217603264,"",,,,Feeding on a fruiting ficus. Actual count is 4.,Microtarsus priocephalus,gyhbul1,Species,24389,,3.00,1,"",,
632091419,Audio,Yellow-crowned Woodpecker,Leiopicus mahrattensis,,,Nishant Bhagwat,2025-03-09,2025,3,9,746,India,IN-MH-SI,Maharashtra,Sindhudurg,Khadpade Ghat,15.8166061,73.9781884,"",Call,Unspecified,"","",,,,,,,S217603264,"",,,,,Leiopicus mahrattensis,yecwoo1,Species,11150,,1.00,1,"",,
632091413,Audio,Yellow-crowned Woodpecker,Leiopicus mahrattensis,,,Nishant Bhagwat,2025-03-09,2025,3,9,746,India,IN-MH-SI,Maharashtra,Sindhudurg,Khadpade Ghat,15.8166061,73.9781884,"",Call,Unspecified,"","",,,,,,,S217603264,"",,,,,Leiopicus mahrattensis,yecwoo1,Species,11150,,1.00,1,"",,
632091406,Audio,Malabar Barbet (Crimson-throated Barbet),Psilopogon malabaricus,,,Nishant Bhagwat,2025-03-09,2025,3,9,746,India,IN-MH-SI,Maharashtra,Sindhudurg,Khadpade Ghat,15.8166061,73.9781884,"",Call,Unspecified,"","",,,,,,,S217603264,"",,,,"Photograph on bombax tree, mouthful of berries,",Psilopogon malabaricus,crfbar1,Species,10584,,2.00,1,"",,
632091403,Audio,Grey-fronted Green-Pigeon (Pompadour Green-Pigeon),Treron affinis,,,Nishant Bhagwat,2025-03-09,2025,3,9,746,India,IN-MH-SI,Maharashtra,Sindhudurg,Khadpade Ghat,15.8166061,73.9781884,"",Song,Unspecified,"","",,,,,,,S217603264,"",,,Beautiful experience listening to the song from so close !,,Treron affinis,pomgrp2,Species,2457,,3.00,1,"",,
632091382,Audio,Black-hooded Oriole,Oriolus xanthornus,,,Nishant Bhagwat,2025-03-09,2025,3,9,746,India,IN-MH-SI,Maharashtra,Sindhudurg,Khadpade Ghat,15.8166061,73.9781884,"",Call,Unspecified,"","",,,,,,,S217603264,"",,,,,Oriolus xanthornus,blhori1,Species,19466,,.00,0,"",,
632091377,Audio,Black-hooded Oriole,Oriolus xanthornus,,,Nishant Bhagwat,2025-03-09,2025,3,9,746,India,IN-MH-SI,Maharashtra,Sindhudurg,Khadpade Ghat,15.8166061,73.9781884,"",Call,Unspecified,"","",,,,,,,S217603264,"",,,,,Oriolus xanthornus,blhori1,Species,19466,,3.00,1,"",,
632091285,Audio,Red-vented Bulbul,Pycnonotus cafer,,,Lakshmikant Neve,2025-03-10,2025,3,10,1555,India,IN-MP-HO,Madhya Pradesh,Narmadapuram,"Bori,Suplai, Madhya Pradesh, IN (22.442, 78.263)",22.4419782,78.2632639,"",,Unspecified,"","",,,,,,,S218028886,"",,,,,Pycnonotus cafer,revbul,Species,24523,,.00,0,,,
632091279,Audio,"Jerdon's Nightjar",Caprimulgus atripennis,,,Nishant Bhagwat,2025-03-08,2025,3,8,1730,India,IN-MH-SI,Maharashtra,Sindhudurg,"Bhide's Hill Top Home Stay",15.7996876,73.8689569,"",Song,Unspecified,"","",,,,,,,S217274678,"",,,,,Caprimulgus atripennis,jernig1,Species,3621,,3.00,1,"",,
632091272,Audio,Indian Scops-Owl (Collared Scops-Owl),Otus bakkamoena,,,Nishant Bhagwat,2025-03-08,2025,3,8,1730,India,IN-MH-SI,Maharashtra,Sindhudurg,"Bhide's Hill Top Home Stay",15.7996876,73.8689569,"","Call; Duet",Unspecified,"","",,,,,,,S217274678,"",,,suddenly the two birds started this duet. ,"Seen, photographed and calls recorded.",Otus bakkamoena,insowl1,Species,8589,,3.50,4,"",,
632091251,Audio,Alexandrine Parakeet,Psittacula eupatria,"Psilopogon zeylanicus -- Brown-headed Barbet (Large Green Barbet); Pycnonotus cafer -- Red-vented Bulbul",,Lakshmikant Neve,2025-03-10,2025,3,10,1555,India,IN-MP-HO,Madhya Pradesh,Narmadapuram,"Bori,Suplai, Madhya Pradesh, IN (22.442, 78.263)",22.4419782,78.2632639,"",,Unspecified,"","",,,,,,,S218028886,"",,,,,Psittacula eupatria,alepar2,Species,12225,,.00,0,,,
632091241,Audio,Jungle Owlet,Glaucidium radiatum,Athene brama -- Spotted Owlet,,Nishant Bhagwat,2025-03-08,2025,3,8,1730,India,IN-MH-SI,Maharashtra,Sindhudurg,"Bhide's Hill Top Home Stay",15.7996876,73.8689569,"",Call,Unspecified,"","",,,,,,,S217274678,"",,,Multiple jungle owlets and a spotted owlet.,,Glaucidium radiatum,junowl1,Species,8974,,3.00,1,"",,
632091223,Audio,Spotted Owlet,Athene brama,Glaucidium radiatum -- Jungle Owlet,,Nishant Bhagwat,2025-03-08,2025,3,8,1730,India,IN-MH-SI,Maharashtra,Sindhudurg,"Bhide's Hill Top Home Stay",15.7996876,73.8689569,"",Call,Unspecified,"","",,,,,,,S217274678,"",,,,"Seen, photographed and calls recorded.",Athene brama,spoowl1,Species,9000,,3.00,1,"",,
632091218,Audio,Spotted Owlet,Athene brama,Glaucidium radiatum -- Jungle Owlet,,Nishant Bhagwat,2025-03-08,2025,3,8,1730,India,IN-MH-SI,Maharashtra,Sindhudurg,"Bhide's Hill Top Home Stay",15.7996876,73.8689569,"",Call,Unspecified,"","",,,,,,,S217274678,"",,,Spotted owlet & Jungle owlets,"Seen, photographed and calls recorded.",Athene brama,spoowl1,Species,9000,,2.00,1,"",,
632091213,Audio,Spotted Owlet,Athene brama,,,Nishant Bhagwat,2025-03-08,2025,3,8,1730,India,IN-MH-SI,Maharashtra,Sindhudurg,"Bhide's Hill Top Home Stay",15.7996876,73.8689569,"",Call,Unspecified,"","",,,,,,,S217274678,"",,,,"Seen, photographed and calls recorded.",Athene brama,spoowl1,Species,9000,,3.00,1,"",,
632091195,Audio,Common Kingfisher (Small Blue Kingfisher),Alcedo atthis,"Merops orientalis -- Asian Green Bee-eater; Psilopogon zeylanicus -- Brown-headed Barbet (Large Green Barbet)",,Lakshmikant Neve,2025-03-10,2025,3,10,1555,India,IN-MP-HO,Madhya Pradesh,Narmadapuram,"Bori,Suplai, Madhya Pradesh, IN (22.442, 78.263)",22.4419782,78.2632639,"",,Unspecified,"","",,,,,,,S218028886,"",,,,,Alcedo atthis,comkin1,Species,9809,,.00,0,,,
632091183,Audio,Black-rumped Flameback (Lesser Goldenbacked Woodpecker),Dinopium benghalense,"Ninox scutulata -- Brown Hawk-Owl; Eudynamys scolopaceus -- Asian Koel",,Nishant Bhagwat,2025-03-08,2025,3,8,1730,India,IN-MH-SI,Maharashtra,Sindhudurg,"Bhide's Hill Top Home Stay",15.7996876,73.8689569,"",,Unspecified,"","",,,,,,,S217274678,"",,,,,Dinopium benghalense,bkrfla1,Species,11503,,2.00,1,,,
632091175,Audio,Black-rumped Flameback (Lesser Goldenbacked Woodpecker),Dinopium benghalense,,,Nishant Bhagwat,2025-03-08,2025,3,8,1730,India,IN-MH-SI,Maharashtra,Sindhudurg,"Bhide's Hill Top Home Stay",15.7996876,73.8689569,"",Call,Unspecified,"","",,,,,,,S217274678,"",,,,,Dinopium benghalense,bkrfla1,Species,11503,,2.00,1,"",,
632091164,Audio,Malabar Pied-Hornbill,Anthracoceros coronatus,,,Nishant Bhagwat,2025-03-08,2025,3,8,1730,India,IN-MH-SI,Maharashtra,Sindhudurg,"Bhide's Hill Top Home Stay",15.7996876,73.8689569,"",Call,Unspecified,"","",,,,,,,S217274678,"",,,,,Anthracoceros coronatus,maphor1,Species,9628,,2.00,1,"",,
632091145,Audio,Jungle Owlet,Glaucidium radiatum,,,Nishant Bhagwat,2025-03-08,2025,3,8,1730,India,IN-MH-SI,Maharashtra,Sindhudurg,"Bhide's Hill Top Home Stay",15.7996876,73.8689569,"",Song,Unspecified,"","",,,,,,,S217274678,"",,,,,Glaucidium radiatum,junowl1,Species,8974,,3.00,1,"",,
632091131,Audio,Jungle Owlet,Glaucidium radiatum,,,Nishant Bhagwat,2025-03-08,2025,3,8,1730,India,IN-MH-SI,Maharashtra,Sindhudurg,"Bhide's Hill Top Home Stay",15.7996876,73.8689569,"",Song,Unspecified,"","",,,,,,,S217274678,"",,,,,Glaucidium radiatum,junowl1,Species,8974,,3.00,1,"",,
632091112,Audio,Black-rumped Flameback (Lesser Goldenbacked Woodpecker),Dinopium benghalense,,,Nishant Bhagwat,2025-03-08,2025,3,8,1730,India,IN-MH-SI,Maharashtra,Sindhudurg,"Bhide's Hill Top Home Stay",15.7996876,73.8689569,"",Call,Unspecified,"","",,,,,,,S217274678,"",,,,,Dinopium benghalense,bkrfla1,Species,11503,,1.00,1,"",,
632091103,Audio,Jungle Owlet,Glaucidium radiatum,,,Nishant Bhagwat,2025-03-08,2025,3,8,1730,India,IN-MH-SI,Maharashtra,Sindhudurg,"Bhide's Hill Top Home Stay",15.7996876,73.8689569,"","Call; Song",Unspecified,"","",,,,,,,S217274678,"",,,Not sure if call or song.,,Glaucidium radiatum,junowl1,Species,8974,,4.00,1,"",,
632091101,Audio,Jungle Owlet,Glaucidium radiatum,,,Nishant Bhagwat,2025-03-08,2025,3,8,1730,India,IN-MH-SI,Maharashtra,Sindhudurg,"Bhide's Hill Top Home Stay",15.7996876,73.8689569,"",Song,Unspecified,"","",,,,,,,S217274678,"",,,,,Glaucidium radiatum,junowl1,Species,8974,,4.00,1,"",,
632091094,Audio,Common Tailorbird,Orthotomus sutorius,,,Lakshmikant Neve,2025-03-10,2025,3,10,1626,India,IN-MP-HO,Madhya Pradesh,Narmadapuram,"Bori, Unnamed Road, Suplai, Madhya Pradesh, IN (22.437, 78.263)",22.4372033,78.2634677,"",,Unspecified,"","",,,,,,,S218029969,"",,,,,Orthotomus sutorius,comtai1,Species,22921,,.00,0,,,
632091037,Audio,Plum-headed Parakeet,Psittacula cyanocephala,,,Lakshmikant Neve,2025-03-10,2025,3,10,1700,India,IN-MP-HO,Madhya Pradesh,Narmadapuram,"Bori, Suplai, Madhya Pradesh, IN (22.433, 78.27)",22.4331728,78.2700145,"",,Unspecified,"","",,,,,,,S218049152,"",,,,,Psittacula cyanocephala,plhpar1,Species,12243,,.00,0,,,
632091008,Audio,Brown-headed Barbet (Large Green Barbet),Psilopogon zeylanicus,,,Lakshmikant Neve,2025-03-10,2025,3,10,1730,India,IN-MP-HO,Madhya Pradesh,Narmadapuram,"Bori,Suplai, Madhya Pradesh, IN (22.434, 78.278)",22.4335238,78.2775688,"",,Unspecified,"","",,,,,,,S218047941,"",,,,,Psilopogon zeylanicus,brhbar1,Species,10641,,.00,0,,,
632090797,Audio,Indian Pied Starling (Pied Myna),Gracupica contra,,,Dr Bipasha David,2025-03-03,2025,3,3,1535,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Mahewa Patti Pashchim Kachh, Uttar Pradesh, IN .",25.4110989,81.8536310,"",,Unspecified,"","",,,,,,,S216400365,"",,,,,Gracupica contra,aspsta2,Species,27592,,.00,0,,,
632090685,Audio,Plain Prinia,Prinia inornata,,,Dr Bipasha David,2025-03-03,2025,3,3,932,India,IN-UP-AH,Uttar Pradesh,Prayagraj,Sam Higginbottom University of Agricultural Technology and Sciences (SHUATS),25.4120356,81.8476295,"",,Unspecified,"","",,,,,,,S216378509,"",,,,,Prinia inornata,plapri1,Species,23062,,.00,0,,,
632090656,Audio,Crimson-backed Sunbird (Small Sunbird),Leptocoma minima,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,"",Song,Unspecified,"","",,,,,,,S217386984,"",,,,Continuous singing,Leptocoma minima,crbsun2,Species,30006,,3.00,1,"",,
632090652,Audio,Crimson-backed Sunbird (Small Sunbird),Leptocoma minima,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,Adult Female – 1,"Call; Nest Building",Unspecified,"","",,,,,,,S217386984,"",,,Female calls. Nest building activity.,Continuous singing,Leptocoma minima,crbsun2,Species,30006,,3.00,1,"",,
632090649,Audio,Crimson-backed Sunbird (Small Sunbird),Leptocoma minima,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,Adult Female – 1,"Call; Nest Building",Unspecified,"","",,,,,,,S217386984,"",,,female calls. nest building activity.,Continuous singing,Leptocoma minima,crbsun2,Species,30006,,3.00,1,"",,
632090631,Audio,Brown-cheeked Fulvetta,Alcippe poioicephala,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,"",Song,Unspecified,"","",,,,,,,S217386984,"",,,,,Alcippe poioicephala,brcful1,Species,26137,,3.00,1,"",,
632090627,Audio,White-rumped Shama,Copsychus malabaricus,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,"",Song,Unspecified,"","",,,,,,,S217386984,"",,,,,Copsychus malabaricus,whrsha,Species,28749,,3.00,1,"",,
632090621,Audio,Common Woodshrike,Tephrodornis pondicerianus,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,"",Song,Unspecified,"","",,,,,,,S217386984,"",,,,,Tephrodornis pondicerianus,comwoo1,Species,19728,,1.00,1,"",,
632090612,Audio,White-rumped Shama,Copsychus malabaricus,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,"",Song,Unspecified,"","",,,,,,,S217386984,"",,,,,Copsychus malabaricus,whrsha,Species,28749,,3.00,1,"",,
632090606,Audio,White-rumped Shama,Copsychus malabaricus,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,"",Song,Unspecified,"","",,,,,,,S217386984,"",,,,,Copsychus malabaricus,whrsha,Species,28749,,3.00,1,"",,
632090601,Audio,Jungle Babbler,Argya striata,,,Dr Bipasha David,2025-03-03,2025,3,3,917,India,IN-UP-AH,Uttar Pradesh,Prayagraj,Sam Higginbottom University of Agricultural Technology and Sciences (SHUATS),25.4120356,81.8476295,"",,Unspecified,"","",,,,,,,S216378321,"",,,,,Argya striata,junbab2,Species,26362,,.00,0,,,
632090600,Audio,White-rumped Shama,Copsychus malabaricus,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,"",Song,Unspecified,"","",,,,,,,S217386984,"",,,,,Copsychus malabaricus,whrsha,Species,28749,,3.00,1,"",,
632090595,Audio,Jungle Babbler,Argya striata,,,Dr Bipasha David,2025-03-03,2025,3,3,917,India,IN-UP-AH,Uttar Pradesh,Prayagraj,Sam Higginbottom University of Agricultural Technology and Sciences (SHUATS),25.4120356,81.8476295,"",,Unspecified,"","",,,,,,,S216378321,"",,,,,Argya striata,junbab2,Species,26362,,.00,0,,,
632090596,Audio,White-rumped Shama,Copsychus malabaricus,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,"",Song,Unspecified,"","",,,,,,,S217386984,"",,,,,Copsychus malabaricus,whrsha,Species,28749,,3.00,1,"",,
632090592,Audio,Crimson-backed Sunbird (Small Sunbird),Leptocoma minima,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,"",Song,Unspecified,"","",,,,,,,S217386984,"",,,,Continuous singing,Leptocoma minima,crbsun2,Species,30006,,3.00,2,"",,
632090583,Audio,Yellow-browed Bulbul,Acritillas indica,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,"",Call,Unspecified,"","",,,,,,,S217386984,"",,,,,Acritillas indica,yebbul3,Species,24295,,3.00,1,"",,
632090581,Audio,Crimson-backed Sunbird (Small Sunbird),Leptocoma minima,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,"",Song,Unspecified,"","",,,,,,,S217386984,"",,,,Continuous singing,Leptocoma minima,crbsun2,Species,30006,,3.00,1,"",,
632090574,Audio,Small Minivet,Pericrocotus cinnamomeus,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,"",Foraging or Eating,Unspecified,"","",,,,,,,S217386984,"",,,,,Pericrocotus cinnamomeus,smamin1,Species,18379,,2.00,1,"",,
632090567,Audio,Small Minivet,Pericrocotus cinnamomeus,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,"","Call; Foraging or Eating",Unspecified,"","",,,,,,,S217386984,"",,,,,Pericrocotus cinnamomeus,smamin1,Species,18379,,3.00,1,"",,
632090557,Audio,Crimson-backed Sunbird (Small Sunbird),Leptocoma minima,,,Nishant Bhagwat,2025-03-08,2025,3,8,714,India,IN-MH-SI,Maharashtra,Sindhudurg,"Tilari Reserve Forest, Sindhudurg",15.7975000,74.0989000,"",Song,Unspecified,"","",,,,,,,S217386984,"",,,,Continuous singing,Leptocoma minima,crbsun2,Species,30006,,3.00,1,"",,
